age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,workclass,education,marital_status,occupation,relationship,race,sex,native_country,income,income_score
60,210827,13,7688,0,40,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9751780345560966
30,430283,9,7298,0,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K,0.9751762732130348
39,173476,15,7688,0,40,Private,Prof-school,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K,0.9751758925215216
51,279156,9,7298,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9751214357456739
58,217775,9,7298,0,40,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9751214357456739
54,159755,9,7688,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9751214357456739
34,340940,13,7298,0,60,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9751119226377389
59,132559,16,0,1977,55,Self-emp-inc,Doctorate,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K,0.9750945937759236
38,409604,13,15024,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9750468907869213
37,588003,13,15024,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9750468907869213
51,215404,13,15024,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,United-States,>50K,0.9750208509742802
30,154950,10,15024,0,60,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9750086625044215
38,269318,10,7298,0,40,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9750080911396669
43,316820,12,7688,0,40,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9749622769970496
42,121998,10,15024,0,40,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9749606147047107
55,392325,13,99999,0,60,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9749489552230519
38,215392,11,7298,0,45,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.9749425752918514
58,21838,16,7688,0,50,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9749370124621036
37,135436,13,0,1977,60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9749340559798799
38,278924,13,0,1887,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9749340559798799
41,154374,13,0,1887,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9749340559798799
41,164612,13,0,1887,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9749340559798799
40,176063,13,0,1977,60,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9749340559798799
57,81973,13,15024,0,45,Private,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,United-States,>50K,0.9749078051325125
44,174575,14,7688,0,40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9748943676907766
44,56651,10,7688,0,45,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.974883406796862
61,144723,14,7298,0,60,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9748704393172379
50,260052,13,15020,0,40,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,United-States,>50K,0.9748551034770877
44,189956,13,15024,0,40,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Wife,Black,Female,United-States,>50K,0.9748254215049573
58,111625,13,8614,0,40,Private,Bachelors,Widowed,Exec-managerial,Unmarried,White,Male,United-States,>50K,0.9748204227476654
45,543922,14,14344,0,48,Private,Masters,Divorced,Transport-moving,Not-in-family,White,Male,United-States,>50K,0.9748085929537328
45,154430,13,10520,0,50,Private,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,United-States,>50K,0.9747893092399085
50,237356,10,7298,0,40,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K,0.9747861722427915
39,113725,14,8614,0,40,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K,0.974781050553251
47,178319,15,0,1902,42,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.974758041030328
49,102308,15,15024,0,35,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9747538045059218
63,137940,15,15024,0,50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9747471009488017
72,172407,15,99999,0,50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9747471009488017
72,149689,15,20051,0,48,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9747471009488017
64,182158,15,99999,0,60,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9747471009488017
34,203408,13,7688,0,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9747468168406304
38,236391,13,7688,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9747359862211114
37,263094,13,7298,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9747359862211114
41,253250,13,7298,0,40,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9747359862211114
38,192337,13,7688,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9747359862211114
39,325374,13,15024,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9747359862211114
57,119253,14,15024,0,65,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9747085487662287
43,303051,11,15024,0,40,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9746989692294835
62,190491,16,15024,0,45,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9746773638531137
62,244087,16,15024,0,50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9746773638531137
48,248254,10,7298,0,40,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.9746500941938907
47,173783,13,15024,0,60,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9746368621649562
46,198660,13,99999,0,72,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9746368621649562
56,211804,13,15024,0,50,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9746368621649562
53,43952,14,15024,0,38,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9746333618522219
45,169711,12,15024,0,72,Federal-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K,0.9746274727112475
29,356089,13,7688,0,40,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9746231965316198
40,360884,10,7298,0,40,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K,0.9746219408531378
51,159910,13,10520,0,40,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Black,Male,United-States,>50K,0.974615016491688
34,242460,13,7688,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9745861024738487
32,265368,13,0,1902,44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K,0.9745484688052438
40,163215,13,10520,0,40,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K,0.9745415794873689
42,511068,13,7688,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9745382217915837
49,452402,13,7688,0,35,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,United-States,>50K,0.9745328245914933
60,194589,13,7688,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9745162240556489
57,376230,14,99999,0,40,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9745075541593488
60,162347,15,0,1902,40,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9744951640776783
35,117381,13,8614,0,45,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,>50K,0.9744880014549768
44,148138,16,15024,0,40,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Japan,>50K,0.9744234765297569
32,233727,13,7688,0,60,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9744226102731411
40,107433,13,0,1977,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9744005400361638
52,114758,13,15024,0,50,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9744000615976462
67,103315,14,15831,0,72,Local-gov,Masters,Never-married,Exec-managerial,Other-relative,White,Female,United-States,>50K,0.9743975981264612
40,26892,13,7298,0,50,Self-emp-not-inc,Bachelors,Married-AF-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9743863740149022
55,154274,14,8614,0,40,Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,>50K,0.9743797504779447
43,23157,14,0,1902,50,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9743712742836574
40,157240,14,15024,0,30,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,Iran,>50K,0.9743550823593851
44,242434,13,27828,0,60,Self-emp-not-inc,Bachelors,Divorced,Sales,Not-in-family,White,Female,United-States,>50K,0.9743498000305897
33,168030,10,7298,0,21,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.9743459886383095
40,170482,13,14344,0,45,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,United-States,>50K,0.974343751073947
65,184965,16,99999,0,40,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9743390849479489
50,155574,14,7298,0,50,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9743376812432043
52,254211,14,15024,0,60,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9743376812432043
44,35910,13,0,1902,56,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9743368069559546
36,184456,13,27828,0,55,Self-emp-inc,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,United-States,>50K,0.9743324856187708
34,134737,14,7688,0,55,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9743283559818469
35,151835,14,99999,0,50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9743283559818469
38,87556,13,7688,0,55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9743210228293977
40,88909,13,15024,0,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9743210228293977
57,239486,10,7688,0,45,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K,0.9742985303861449
43,403467,13,7688,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K,0.9742883682524572
31,178623,13,14084,0,60,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States,>50K,0.9742412977494033
42,331651,14,8614,0,50,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,>50K,0.9742401291563406
42,190179,13,99999,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9742211469999913
29,244473,13,7688,0,40,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9741992599326511
40,111483,13,7298,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9741983660342881
50,171338,14,15024,0,40,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9741901075790242
30,387521,13,7298,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9741724767671316
62,163234,13,0,1902,55,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9741715372258046
54,225599,14,7298,0,40,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,India,>50K,0.9741666968961887
37,122889,16,7298,0,40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Taiwan,>50K,0.9741626170602907
35,186934,9,7688,0,50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9741423678028507
49,172246,13,99999,0,40,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9741169905190372
42,384236,14,7688,0,40,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9741163961696926
53,88842,9,99999,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9741092822468816
45,45136,15,99999,0,60,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9740975332897281
45,70754,15,7298,0,60,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9740975332897281
38,238342,13,7688,0,42,Federal-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9740972329755975
32,553405,13,99999,0,50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9740640216566573
49,149210,13,15024,0,40,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States,>50K,0.9740579195956117
45,229967,9,13550,0,50,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,>50K,0.9740473595792881
50,320510,10,7298,0,56,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K,0.9740461768201759
41,344519,9,13550,0,60,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K,0.9740401223818046
41,93227,13,0,1977,60,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Taiwan,>50K,0.9740179927685207
28,312372,9,15024,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K,0.9739964563034675
35,95708,13,7688,0,60,Private,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,United-States,>50K,0.9739719224894829
51,289572,13,7688,0,50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9739610080452401
48,205100,13,99999,0,80,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9739610080452401
54,249322,13,7688,0,50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9739610080452401
55,282023,13,15024,0,50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9739610080452401
38,38312,13,15024,0,65,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9739581211517916
38,276559,9,7688,0,70,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9739573237347577
40,155972,9,7688,0,55,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9739573237347577
41,193882,9,15024,0,65,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9739573237347577
40,219266,9,7688,0,50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9739573237347577
57,130957,16,0,1887,70,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9739507191465246
46,312088,13,15024,0,38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9739435658956198
60,124987,13,7298,0,40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9739068908173758
46,364548,13,8614,0,40,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,United-States,>50K,0.9739065719729637
60,138502,13,7298,0,48,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K,0.9739017769128845
44,174325,14,7688,0,40,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States,>50K,0.9738808021956665
53,205288,9,7688,0,35,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K,0.9738662799432009
49,423222,14,99999,0,80,State-gov,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9738552285236877
32,173730,13,7688,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9738509695736594
56,94156,15,0,1977,50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9738470621649041
32,275094,13,7688,0,55,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,Mexico,>50K,0.9738464010487327
80,164909,14,99999,0,54,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9738172735973597
54,269068,15,99999,0,50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,Philippines,>50K,0.973812920547876
47,246891,13,15024,0,45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9737965117746442
52,288353,13,99999,0,48,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9737965117746442
44,469454,11,7298,0,48,Federal-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K,0.9737875063716095
40,121012,15,0,1977,50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9737707559007461
39,202027,15,0,1977,50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9737707559007461
41,200574,15,0,1977,60,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9737707559007461
41,236021,13,15024,0,40,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9737697667428359
31,157640,13,7688,0,55,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9737412007792497
32,204567,13,99999,0,60,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9737412007792497
33,251120,13,7688,0,50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9737412007792497
31,162572,13,15024,0,60,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9737412007792497
31,381153,10,15024,0,56,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K,0.9737076256653715
53,411700,9,7298,0,40,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K,0.9736903735452161
43,345789,13,15024,0,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.97368296457043
66,162945,15,20051,0,55,State-gov,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K,0.9736645236214373
37,262278,11,15024,0,45,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K,0.973659900687271
30,134639,13,8614,0,45,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,>50K,0.9736493210089227
32,78530,10,15024,0,50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9736261044389285
60,282923,10,7298,0,40,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9736156873228831
59,296253,14,8614,0,60,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States,>50K,0.9736071912916485
34,419691,13,7298,0,54,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,>50K,0.9735877073205551
52,270221,13,15024,0,44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9735794759018613
48,182541,13,15024,0,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9735794759018613
51,163671,13,0,1902,40,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K,0.9735703860965554
51,221672,14,15024,0,50,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9735298794549124
59,159724,14,7298,0,55,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9735298794549124
42,188331,10,15024,0,40,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K,0.9735218337150209
46,106444,10,7688,0,38,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K,0.9735144980741378
50,183173,9,99999,0,40,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9734815997174833
47,746660,13,0,1887,40,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K,0.9734733900001237
46,30219,10,7688,0,38,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.973468708470295
30,149726,13,7688,0,40,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K,0.9734500976489079
32,194426,13,15024,0,40,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K,0.9734500976489079
48,140782,14,0,1902,38,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K,0.9734488204712579
59,139611,15,0,1977,40,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,India,>50K,0.9734470779666189
48,143098,16,0,1902,40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,China,>50K,0.9734470779666189
46,273771,13,99999,0,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9734276610144658
50,193720,13,7688,0,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9734276610144658
58,306233,13,15024,0,40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9734276610144658
33,203488,13,15024,0,50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.973356536049751
47,98012,14,7688,0,40,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.973344329461298
53,106176,14,7298,0,60,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9732830269589582
60,119832,10,7298,0,40,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K,0.9732632851595269
29,118478,10,7298,0,50,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K,0.9732557272453515
37,51158,10,7298,0,36,Local-gov,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,United-States,>50K,0.9732259872924341
49,185041,14,0,1977,40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9732235628140646
62,93997,16,99999,0,40,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9732223397607007
44,242521,13,7688,0,50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9732170408652147
35,138992,14,7298,0,40,Private,Masters,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,United-States,>50K,0.9732140796553388
53,283602,14,15024,0,40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.9731871085876713
50,259377,14,15024,0,40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K,0.9731871085876713
46,140219,14,8614,0,55,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,>50K,0.973154280510262
42,214242,15,0,1902,50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9731476911028702
47,209146,14,27828,0,40,Private,Masters,Divorced,Sales,Not-in-family,White,Male,United-States,>50K,0.9731446111816857
55,173832,14,10520,0,40,Private,Masters,Divorced,Sales,Not-in-family,White,Male,United-States,>50K,0.9731446111816857
38,115433,12,7688,0,33,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K,0.973144458316221
51,154342,14,7688,0,45,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9731422044669419
47,188694,14,15024,0,45,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9731422044669419
46,173938,14,15024,0,50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9731422044669419
55,146326,14,7688,0,45,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9731422044669419
50,147629,14,15024,0,45,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9731422044669419
46,197332,14,7688,0,46,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9731422044669419
60,117909,11,7688,0,40,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K,0.9731239748906095
55,31905,14,0,1977,40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9731212084388292
30,271710,13,7298,0,50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K,0.9730834148946582
33,222221,9,7298,0,45,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K,0.9730782391623735
